timestamp,open,high,low,close,volume
1778000400000,81254.0,81428.2,81143.2,81234.0,1338.65
1778004000000,81234.0,81600.0,81234.0,81468.2,1282.653
1778007600000,81468.2,81647.5,81358.8,81556.3,1188.533
1778011200000,81556.2,81749.1,81462.8,81605.8,2119.468
1778014800000,81605.8,81776.9,81270.6,81375.0,1342.768
1778018400000,81376.7,81570.0,80775.4,81074.5,3205.757
1778022000000,81074.4,81183.2,80738.1,80865.6,1690.912
1778025600000,80865.5,81222.4,80665.9,80985.3,1998.985
1778029200000,80985.5,81485.0,80940.0,81386.4,1389.122
1778032800000,81386.5,81398.8,80991.9,81317.6,1119.14
1778036400000,81317.6,81740.2,81306.1,81536.4,1549.177
1778040000000,81536.4,81605.8,81219.0,81277.5,1237.221
1778043600000,81277.4,81303.2,81002.5,81277.9,1264.851
1778047200000,81277.6,81478.0,81163.2,81432.0,1123.371
1778050800000,81432.0,81572.8,81271.2,81334.5,1228.107
1778054400000,81334.4,81979.5,81282.3,81918.6,2699.018
1778058000000,81918.6,82041.6,81635.5,81961.0,2673.509
1778061600000,81963.0,82360.0,81911.2,82247.2,2665.433
1778065200000,82246.6,82811.9,82216.9,82484.9,3708.753
1778068800000,82484.9,82515.0,82111.0,82187.7,2629.305
1778072400000,82187.7,82187.7,81548.5,81628.0,4593.432
1778076000000,81630.0,81968.2,81086.6,81476.0,4910.63
1778079600000,81477.9,81780.9,81260.2,81656.2,2423.185
1778083200000,81656.0,81855.9,81375.2,81570.3,1822.719
1778086800000,81574.8,81662.7,81343.9,81407.3,1301.782
1778090400000,81407.4,81525.6,81214.3,81314.9,1004.028
1778094000000,81314.9,81478.0,81150.4,81417.2,916.447
1778097600000,81417.3,81670.0,81257.6,81387.9,1022.955
1778101200000,81387.7,81583.2,81253.3,81500.0,433.967
1778104800000,81500.0,81507.0,81189.1,81296.7,781.388
1778108400000,81296.8,81410.8,80938.4,81396.8,1431.951
1778112000000,81396.7,81454.3,80921.5,80975.2,1447.13
1778115600000,80975.1,81250.7,80785.5,81129.3,1752.187
1778119200000,81129.2,81147.3,80837.8,81079.5,1478.855
1778122800000,81079.5,81079.5,80777.0,80806.0,729.169
1778126400000,80806.1,80956.7,80684.5,80947.5,836.782
1778130000000,80947.5,81137.8,80934.3,81054.9,776.951
1778133600000,81054.9,81410.9,80846.8,81403.6,1372.313
1778137200000,81403.6,81679.2,81353.3,81482.0,1765.081
1778140800000,81481.3,81560.0,81159.4,81194.1,1136.941
1778144400000,81194.1,81195.2,80814.6,80894.1,1528.782
1778148000000,80894.1,80970.3,80537.1,80807.1,1614.658
1778151600000,80806.3,81019.9,80743.0,80837.9,1294.517
1778155200000,80837.9,81153.0,80801.1,81117.8,1147.436
1778158800000,81117.9,81126.4,80228.0,80471.0,4182.562
1778162400000,80471.9,80658.0,80005.0,80132.4,4003.898
1778166000000,80132.5,80242.7,79666.0,79864.2,3888.738
1778169600000,79864.3,79987.9,79669.0,79763.1,2725.802
1778173200000,79763.1,80102.8,79462.2,80052.7,2341.05
1778176800000,80052.8,80240.2,79957.8,80165.0,1593.904
1778180400000,80164.2,80188.0,79894.7,80117.4,1307.704
1778184000000,80117.9,80362.7,79818.9,79848.4,1503.687
1778187600000,79848.4,79901.5,79616.0,79695.7,1438.321
1778191200000,79695.6,79958.0,79541.1,79878.9,1601.005
1778194800000,79878.9,80035.5,79827.5,79981.3,711.534
1778198400000,79981.3,80118.6,79693.8,79800.2,1230.55
1778202000000,79800.2,79872.8,79577.8,79705.9,942.958
1778205600000,79706.0,79726.7,79285.3,79443.0,2069.119
1778209200000,79442.3,79632.0,79142.0,79534.8,1525.903
1778212800000,79534.9,79712.5,79502.7,79613.5,892.776
1778216400000,79611.9,79747.7,79555.0,79555.3,768.389
1778220000000,79555.1,79615.2,79365.1,79484.0,1183.532
1778223600000,79483.3,79690.3,79210.0,79636.8,2050.913
1778227200000,79636.7,79949.4,79620.7,79845.6,1868.45
1778230800000,79845.7,80027.6,79738.6,79826.0,1483.488
1778234400000,79825.9,80230.0,79733.7,80167.1,2054.766
1778238000000,80167.1,80285.0,80079.7,80183.6,1804.477
1778241600000,80183.6,80470.0,79925.0,79993.2,2504.425
1778245200000,79993.2,80067.7,79492.0,79606.1,4105.675
1778248800000,79607.2,80404.9,79598.1,80103.8,3614.817
1778252400000,80103.8,80161.6,79580.0,80105.9,3596.673
1778256000000,80105.9,80145.1,79690.8,79761.6,2060.408
1778259600000,79761.5,80240.0,79700.0,80037.6,1948.939
1778263200000,80037.7,80273.5,80032.9,80052.2,1368.036
1778266800000,80053.6,80162.9,79922.1,80152.6,970.529
1778270400000,80153.8,80263.0,80053.7,80109.8,793.762
1778274000000,80106.7,80232.5,80077.1,80223.7,403.083
1778277600000,80223.7,80381.8,80200.0,80239.9,565.265
1778281200000,80239.9,80262.7,80073.0,80160.1,506.932
1778284800000,80160.0,80213.7,80092.8,80203.8,368.809
1778288400000,80203.9,80417.5,80187.6,80295.6,560.311
1778292000000,80295.6,80455.0,80295.5,80393.8,584.353
1778295600000,80393.9,80530.0,80280.0,80358.2,613.526
1778299200000,80358.3,80650.0,80334.0,80352.0,931.961
1778302800000,80352.1,80455.0,80317.1,80344.8,378.851
1778306400000,80344.9,80399.9,80162.1,80223.7,701.09
1778310000000,80226.0,80274.1,80091.7,80189.1,743.009
1778313600000,80189.1,80415.0,80177.8,80376.5,698.612
1778317200000,80376.5,80383.7,80173.1,80207.9,475.693
1778320800000,80207.9,80314.7,80128.7,80233.2,427.883
1778324400000,80233.2,80340.0,80212.0,80306.5,344.013
1778328000000,80306.4,80381.1,80223.7,80366.9,392.297
1778331600000,80367.0,80380.0,80272.0,80369.8,309.232
1778335200000,80370.0,80402.5,80213.9,80290.9,768.37
1778338800000,80290.9,80570.0,80192.9,80487.4,1229.319
1778342400000,80487.5,80750.0,80438.8,80578.8,1302.403
1778346000000,80580.0,80883.4,80580.0,80760.8,1298.178
1778349600000,80760.0,81031.5,80731.8,80857.3,1076.102
1778353200000,80857.2,80917.1,80720.9,80897.8,743.076
1778356800000,80898.1,80898.1,80690.4,80760.3,324.655
1778360400000,80761.9,80850.8,80696.6,80731.0,341.222
1778364000000,80731.3,80784.6,80625.8,80729.1,508.068
1778367600000,80729.0,80808.8,80575.1,80630.0,472.311
1778371200000,80630.1,80734.9,80575.0,80634.9,719.012
1778374800000,80632.3,80650.8,80530.0,80640.1,554.278
1778378400000,80640.0,80753.6,80562.0,80745.0,462.536
1778382000000,80745.0,80855.4,80668.7,80730.1,584.191
1778385600000,80730.1,80808.9,80686.7,80720.8,268.623
1778389200000,80715.9,80779.5,80638.0,80658.0,331.594
1778392800000,80658.1,80721.1,80618.4,80702.9,392.172
1778396400000,80703.0,80764.9,80676.1,80698.9,334.879
1778400000000,80698.9,80870.0,80674.5,80797.1,521.693
1778403600000,80797.2,80878.0,80710.0,80767.0,478.906
1778407200000,80767.1,80847.3,80645.0,80836.0,611.969
1778410800000,80835.6,80937.1,80703.5,80784.1,711.944
1778414400000,80784.1,80915.9,80740.7,80886.0,633.178
1778418000000,80885.1,80969.0,80820.1,80922.0,1083.429
1778421600000,80922.0,80946.7,80754.9,80933.3,1160.91
1778425200000,80933.3,81399.0,80882.5,81367.3,3187.417
1778428800000,81367.3,81455.0,81149.9,81324.0,1786.712
1778432400000,81323.4,81542.5,81165.8,81431.8,1525.825
1778436000000,81431.8,81450.0,81187.5,81230.1,1133.58
1778439600000,81230.0,81433.7,81100.6,81387.6,856.793
1778443200000,81387.6,81415.0,80213.0,80696.3,3314.635
1778446800000,80696.3,80911.5,80535.0,80680.9,1893.919
1778450400000,80680.9,82143.3,80621.1,82015.2,5061.869
1778454000000,82015.6,82453.4,82007.9,82185.7,3358.068
1778457600000,82185.9,82355.4,81222.0,81426.0,5448.22
1778461200000,81425.9,81714.4,81233.5,81464.2,1812.89
1778464800000,81462.0,81525.6,81069.1,81134.8,1558.55
1778468400000,81135.7,81155.7,80476.6,80688.1,2806.124
1778472000000,80688.1,80840.3,80592.0,80771.4,911.728
1778475600000,80771.4,80936.6,80713.2,80798.3,825.635
1778479200000,80798.3,81008.8,80711.6,80785.5,835.858
1778482800000,80785.6,80800.0,80625.1,80702.0,1019.366
1778486400000,80702.0,80822.3,80568.8,80712.0,1068.888
1778490000000,80711.8,80953.8,80703.1,80913.6,625.602
1778493600000,80913.5,81155.0,80882.0,80888.3,1031.902
1778497200000,80893.1,81166.6,80850.2,81153.9,589.643
1778500800000,81153.9,81309.9,80968.7,80997.6,1304.729
1778504400000,80997.6,81285.1,80712.5,81012.6,2263.03
1778508000000,81017.9,81204.1,80385.0,80888.7,2254.838
1778511600000,80891.7,81423.5,80767.9,81388.8,1898.701
1778515200000,81387.1,81866.6,81286.6,81521.8,2931.202
1778518800000,81521.9,82019.6,81311.5,81888.9,1918.682
1778522400000,81888.9,82093.0,81785.2,81818.1,1427.533
1778526000000,81818.1,82053.5,81686.0,81915.8,1029.874
1778529600000,81913.6,82035.3,81706.6,81779.2,813.532
1778533200000,81779.2,81865.5,81550.2,81779.9,608.632
1778536800000,81779.9,81930.8,81681.7,81785.1,844.611
1778540400000,81784.2,81789.5,81548.8,81697.2,651.228
1778544000000,81699.9,81756.6,81435.6,81510.0,969.459
1778547600000,81509.9,81580.4,80660.0,81147.1,3811.988
1778551200000,81147.1,81289.8,81028.1,81217.1,1219.774
1778554800000,81217.1,81252.7,80973.3,81011.9,1016.701
1778558400000,81011.8,81265.3,80940.0,81174.4,1202.085
1778562000000,81174.3,81267.8,81131.0,81170.0,752.088
1778565600000,81170.0,81262.8,80954.2,80970.6,1253.318
1778569200000,80970.3,81083.3,80751.1,80802.5,2704.741
1778572800000,80802.6,80925.0,80700.0,80787.5,1997.91
1778576400000,80787.1,80919.9,80662.3,80787.8,1900.752
1778580000000,80787.5,80803.8,80561.2,80632.6,1503.981
1778583600000,80632.7,80739.0,80439.0,80730.6,2030.474
1778587200000,80730.3,80958.5,80558.5,80831.5,2699.129
1778590800000,80831.5,80884.8,80343.2,80420.5,3553.399
1778594400000,80421.0,80846.9,80340.0,80498.2,3573.394
1778598000000,80498.1,80623.5,80126.0,80283.0,3521.729
1778601600000,80283.1,80386.9,79783.9,79958.9,3955.309
1778605200000,79958.9,80543.9,79903.8,80474.5,2332.189
1778608800000,80475.1,80716.6,80372.1,80627.2,1292.011
1778612400000,80627.2,80831.0,80625.4,80793.3,1204.83
1778616000000,80793.9,80842.8,80595.0,80650.3,713.088
1778619600000,80650.0,80700.0,80456.8,80545.7,569.497
1778623200000,80545.8,80756.7,80545.8,80616.0,561.006
1778626800000,80615.9,80677.4,80400.1,80464.9,814.225
1778630400000,80463.6,80730.6,80374.0,80678.1,1147.852
1778634000000,80678.1,81160.0,80638.1,80961.7,1771.651
1778637600000,80961.8,81246.6,80891.7,81018.7,1001.893
1778641200000,81019.1,81261.0,80940.9,81218.1,1026.649
1778644800000,81218.1,81250.0,81080.5,81199.9,779.794
1778648400000,81200.0,81207.8,80955.0,80984.1,830.291
1778652000000,80984.2,81123.1,80928.8,80947.7,708.05
1778655600000,80948.0,81014.4,80848.0,80982.0,988.739
1778659200000,80982.1,81168.3,80899.2,81152.1,1383.981
1778662800000,81152.1,81288.0,81090.9,81246.1,1345.242
1778666400000,81246.1,81260.0,80760.0,80765.0,1298.768
1778670000000,80764.9,80807.8,80446.5,80454.2,1704.342
1778673600000,80454.3,80553.0,79793.2,80151.2,4585.904
1778677200000,80151.2,80306.2,79521.0,79597.3,4229.258
1778680800000,79597.3,79848.0,79413.9,79702.0,3230.967
1778684400000,79702.1,79799.5,78735.0,78771.5,5055.56
1778688000000,78771.6,79167.3,78695.2,79049.5,3264.948
1778691600000,79050.0,79496.0,79036.9,79448.6,1696.465
1778695200000,79448.6,79743.0,79448.6,79540.8,2095.844
1778698800000,79540.8,79600.0,79331.6,79593.5,2277.396
1778702400000,79593.6,79712.0,79565.5,79654.8,1207.206
1778706000000,79655.7,79656.2,79276.3,79346.9,1307.137
1778709600000,79346.9,79434.7,79170.0,79377.0,1618.553
1778713200000,79377.0,79459.0,79177.3,79272.5,1425.091
1778716800000,79272.4,79637.4,79256.0,79522.2,1774.508
1778720400000,79522.2,79645.0,79355.4,79546.6,1812.715
1778724000000,79546.4,79634.7,79147.6,79309.3,1938.936
1778727600000,79309.3,79407.3,78852.0,78986.0,3865.891
1778731200000,78986.1,79418.1,78918.0,79392.0,2197.059
1778734800000,79392.0,79940.0,79314.0,79754.3,2488.959
1778738400000,79754.4,79892.4,79701.6,79758.7,1346.959
1778742000000,79758.7,79890.6,79643.4,79698.4,1251.474
1778745600000,79693.7,79888.0,79578.4,79765.2,1273.043
1778749200000,79765.3,79856.5,79516.9,79579.3,861.305
1778752800000,79579.3,79710.4,79353.6,79523.9,1277.684
1778756400000,79523.9,79562.5,79180.0,79248.1,1209.362
